,name,price,link,Xuất xứ,Thời điểm ra mắt,Thời gian bảo hành,Kích thước,Trọng lượng sản phẩm,Chất liệu,Phiên bản CPU,Loại CPU,Số nhân,Tốc độ tối đa,RAM,Kích thước màn hình,Công nghệ màn hình,Chuẩn màn hình,Độ phân giải,Tần số quét,Loại cảm ứng,Độ sáng,Chip đồ hoạ (GPU),Dung lượng (ROM),Danh bạ lưu trữ,Thẻ nhớ ngoài,Hỗ trợ thẻ nhớ tối đa,Camera 1,Resolution,Resolution camera 1,Cảm biến,Bảo mật,Tính năng đặc biệt,Số khe SIM,Thẻ SIM,Hỗ trợ mạng,Cổng giao tiếp,Wifi,GPS,Bluetooth,Kết nối khác,Loại PIN,Dung lượng pin,Củ sạc kèm máy,OS,Version,Phụ kiện trong hộp,Chuẩn kháng nước / Bụi bẩn,Tỷ lệ diện tích sử dụng màn hình,CPU,Mật độ điểm ảnh,Bộ nhớ còn lại,Quay phim camera sau,Tính năng,Quay phim camera selfie,Loại RAM,Chất liệu mặt kính,Độ phủ màu,Độ tương phản,Số camera sau,Aperture,Camera 2,Số Camera Selfie,Thông tin thêm,Màu màn hình,Hướng dẫn bảo quản,Hướng dẫn sử dụng,Kích thước màn hình phụ,Camera 3,Resolution camera 2,Tỷ lệ màn hình,Pixel size,Thông báo LED,Camera 4,Độ sáng tối đa,Khẩu độ,Camera Selfie 1,Quay phim camera seflie,Resolution camera 3,Sensor,Làm mát,Pixel Size
52,OPPO A6T 6GB 256GB,5.290.000đ,/dien-thoai/oppo-a6t-6gb,Trung Quốc,12/2025,12 tháng,166.6 x 78.5 x 8.61 mm,205 g,Khung máy: NhựaMặt lưng máy: Thủy tinh hữu cơ,Snapdragon 685,,8,2.8 GHz,6 GB,6.75 inch,LCD,HD+,720 x 1570 pixels,,,1125 nits,Adreno 610,256 GB,,,2 TB,Chính,13.0 MP,5.0 MP,Cảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốc kếCảm biến la bànCảm biến vân tay,Mở khoá vân tay cạnh viền,,2,Dual nano-SIM hoặc 1 nano-SIM + 1 thẻ nhớ,4G,Cổng sạc: USB Type-C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,GPSGLONASSGALILEOQZSSBDS,v5.0,OTGNFC,Lithium polymer,6100 mAh,Sạc nhanh 15 W,Android,Android 15 (ColorOS 15),Que lấy SIMDây cáp sạcCủ sạcSách HDSDỐp lưngMiếng dán màn hình (Đã dán sẵn),IP64,,,,,,,,,,,,Double rear camera,ƒ/2.2,Mono,Single selfie camera,Sạc ngược cho thiết bị khác,16.7 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
53,OPPO A6 Pro 8GB 128GB,8.090.000đ,/dien-thoai/oppo-a6-pro,Trung Quốc,10/2025,12 tháng,158.2 x 75.02 x 8mm -  Viền mỏng 2.23mm,188 g,Khung máy: NhựaMặt lưng máy: Thủy tinh hữu cơ,MediaTek Helio G100,,8,2.2 GHz,8 GB,6.57 inch,AMOLED,FHD+,1080 x 2372 Pixels,120 Hz,,1400 nits,Mali-G57 MC2,128 GB,,,2 TB,,2.0 MP,16.0 MP,Cảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốc kếCảm biến la bàn,Mở khóa vân tay dưới màn hình,,2,Dual nano-SIM hoặc 1 nano-SIM + 1 thẻ nhớ,4G,Cổng sạc: USB Type-C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,BEIDOUGPSGLONASSGALILEOQZSS,v5.0,OTGNFC,Lithium polymer,7000 mAh,SuperVOOC 80W,Android,Android 15,Que lấy SIMDây cáp sạcCủ sạcSách HDSDỐp lưngMiếng dán màn hình (Đã dán sẵn),"IP66, IP68, IP69",,,,,,,,,,,,Double rear camera,ƒ/2.4,,Single selfie camera,Sạc ngược cho thiết bị khác,1 Tỷ,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
54,RedMagic 11 Air 5G 12GB 256GB,13.990.000đ,/dien-thoai/redmagic-11-air,Trung Quốc,03/2026,12 tháng,"163,82 x 76,54 x 7,85mm",207 g,Khung viền: Hợp kim nhômMặt lưng máy: Kính Gorilla Glass 5,Snapdragon 8 Elite + Redcore R4,,8,,12 GB,6.85 inch,OLED,1.5K,1216 x 2688 Pixels,144,Điện dung đa điểm,1800 nits,Adreno 830,256 GB,Không giới hạn,Không,,,8.0 MP,16.0 MP,Cảm biến la bànCảm biến gia tốcCảm biến tiệm cậnCảm biến vân tayCon quay hồi chuyển,Mật khẩuMở khóa vân tay dưới màn hình,"LED RGBSạc không dây 80WCông nghệ 4D Sonic, sóng âm rung động sâu",2,2 Nano SIM,2G3G4G5G,Cổng sạc: Type C,Wifi 6,GLONASSBDSGALILEOGPS,v5.4,NFC,Silicon carbon,7000 mAh,Sạc nhanh 80 W,Android,Android 16,SạcCápỐp lưngQue lấy SIMSách HDSD,IP54,,,,,8K@30fps4K@30/60fps1080p@30/60/120/240fps,HDR,1080p@30/60fps,,Corning Gorilla Glass 7i,,,Double rear camera,ƒ/2.0,Telephoto,Single selfie camera,Hỗ trợ sạc không dây,1 Tỷ,,,,,,,1.12 µm,,,,,,,,,Có,
55,Xiaomi Redmi 14C 4GB 128GB,2.790.000đ,/dien-thoai/xiaomi-redmi-14c,Trung Quốc,08/2024,18 tháng,171.9 x 77.8 x 8.2 mm,212 g,Mặt lưng máy: Nhựa,Helio G81-Ultra,,8,,4 GB,6.88 inch,,HD+,1640 x 720 Pixels,,,,,128 GB,,MicroSD,1 TB,Standard,0.08 MP,13.0 MP,,,,2,2 Nano SIM,,Cổng sạc: Type C,Wifi 5,,,Jack 3.5 mm,Lithium polymer,5160 mAh,,Android,Android 14 (Hyper OS),CápSạcỐp lưngQue lấy SIMSách HDSD,,,,,Khoảng 110 GB,,,,,,,,,,Ống kính phụ trợ,,,,,,,,,,,,,,,,,,,,
56,Xiaomi Redmi 15C 4GB 128GB (NFC),3.690.000đ,/dien-thoai/xiaomi-redmi-15c,Trung Quốc,10/2025,18 tháng,171.5 x 79.4 x 7.9 mm,205 g,Khung máy: NhựaMặt lưng máy: Kính,MediaTek Helio G81 Ultra,Octa-Core,8,,4 GB,6.9 inch,IPS LCD,Đang cập nhật,720 x 1600 Pixels,120,,810 nits,Mali-G52 MC2,128 GB,,MicroSD,,Wide,50.0 MP,8.0 MP,Cảm biến vân tayCảm biến gia tốcCảm biến la bàn,Mật khẩuMở khoá vân tay cạnh viền,,2,2 Nano SIM,4G,Cổng sạc: Type C,Wi-Fi 802.11 a/b/g/n/ac/6,GPSGALILEOGLONASSBDS,v5.4,NFCOTG,Đang cập nhật,6000 mAh,Sạc nhanh 33 W,Android,Android 15 (HyperOS 2),Cáp USB Type CSách HDSDQue lấy SIMCủ sạc,IP64,,,254 ppi,,HD 1080p@30fpsHD 720p@30fps,HDRBan đêm (Night Mode)Xóa phôngTrôi nhanh thời gian (Time lapse),1080p@30fps720p@30fps,,Corning Gorilla Glass 3,,,Single rear camera,ƒ/2.0,,Single selfie camera,,,,,,,,,,,,,,,,,,,
57,OPPO Reno15 5G 12GB 256GB,16.690.000đ,/dien-thoai/oppo-reno15-5g,Trung Quốc,2025,12 tháng,158 x 74.83 x 7.89 mm,197 g,Mặt lưng máy: KínhKhung viền: Hợp kim nhôm,Qualcomm Snapdragon 7 Gen 4,Octa-Core,8,2.8 GHz,12 GB,6.59 inch,AMOLED,1.5K,1256 x 2760 Pixels,120,,1200 nits,Adreno 722,256 GB,,,,Chính,2.0 MP,50.0 MP,,,AI Mind Space( Tiếng Việt)Ghi âm AISoạn thảo văn bản AI,1,Dual nano-SIM hoặc 1 nano-SIM + 1 thẻ nhớ,5G,Type C,Dual-band (2.4 GHz/ 5 GHz)Wifi 6802.11 a/b/g/n/ac/ax,GPSGLONASSGALILEOQZSSBDS,v5.4,OTGNFC,Lithium polymer,6500 mAh,SuperVOOC 80W,Android,Android 16,Que lấy SIMCáp Type CCủ sạc,"IP66, IP68, IP69",,,,,,Quay video hiển thị képOne-shot liền mạchChân dung Flash AICân chỉnh ánh sáng chân dungXóa vật thể AIAI popout (ảnh tĩnh),,,Kính cường lực GG7i,,,Triple rear camera,ƒ/2.0,Tele,Single selfie camera,,1 Tỷ,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,Ultra Wide,,,,,,,,,,,,,
58,Xiaomi Redmi 15C 8GB 256GB,4.690.000đ,/dien-thoai/xiaomi-redmi-15c-8gb,Trung Quốc,10/2025,18 tháng,171.5 x 79.4 x 7.9 mm,205 g,Khung máy: NhựaMặt lưng máy: Kính,MediaTek Helio G81 Ultra,Octa-Core,8,,8 GB,6.9 inch,IPS LCD,Đang cập nhật,720 x 1600 Pixels,120,,810 nits,Mali-G52 MC2,256 GB,,MicroSD,,Wide,50.0 MP,8.0 MP,Cảm biến vân tayCảm biến gia tốcCảm biến la bàn,Mật khẩuMở khoá vân tay cạnh viền,,2,2 Nano SIM,4G,Cổng sạc: Type C,Wi-Fi 802.11 a/b/g/n/ac/6,GPSGALILEOGLONASSBDS,v5.4,NFCOTG,Đang cập nhật,6000 mAh,Sạc nhanh 33 W,Android,Android 15 (HyperOS 2),Cáp USB Type CSách HDSDQue lấy SIMCủ sạc,IP64,,,254 ppi,,HD 1080p@30fpsHD 720p@30fps,HDRBan đêm (Night Mode)Xóa phôngTrôi nhanh thời gian (Time lapse),1080p@30fps720p@30fps,,Corning Gorilla Glass 3,,,Single rear camera,ƒ/2.0,,Single selfie camera,,,,,,,,,,,,,,,,,,,
59,Samsung Galaxy A17 5G 8GB 128GB,6.090.000đ,/dien-thoai/samsung-galaxy-a17-5g,Việt Nam / Trung Quốc,08/2025,12 tháng,164.4 x 77.9 x 7.5 mm,163 g,Đang cập nhật,Exynos 1330,Octa-Core,8,,8 GB,6.7 inch,Dynamic AMOLED 2X,FHD+,1080 x 2340 Pixels,90 Hz,,2600 nits,Adreno 830,128 GB,,,,,2.0 MP,13.0 MP,,Mở khóa vân tayMẫu hìnhPINMật khẩuMở khóa khuôn mặt,,1,2 Nano SIM,5G,Type C,802.11 a/b/g/n,BEIDOUQZSSGPSGALILEOGLONASS,v5.3,NFC,Lithium polymer,5000 mAh,,Android,Android 15,Que lấy SIMCáp Type CSách HDSD,IP54,,,,,FullHD 1080p@240fps,Xóa phôngTự động lấy nét (AF)Làm đẹp (Beautify),,,Corning Gorilla Glass Victus 2,,,Triple rear camera,,,,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
60,Honor Play 10 4GB 128GB,2.590.000đ,/dien-thoai/honor-play-10-4gb,Trung Quốc,2025,18 tháng,16.7 x 7.7 x 0.8 cm,189 g,Đang cập nhật,MediaTek Helio G81,,8,,4 GB,6.74 inch,TFT LCD,Đang cập nhật,720 x 1600 Pixels,,,,,128 GB,,,,,5.0 MP,3.0 MP,,Mẫu hìnhPINMật khẩu,,1,2 Nano SIM,,Type C,802.11 a/b/g/n,,v5.1,,Lithium polymer,5000 mAh,,Android,Đang cập nhật,Củ sạcDây cáp sạcQue lấy SIMSách HDSDỐp lưng,IP52,,,,,FullHD 1080p@240fps,,,,,,,Double rear camera,,,,,,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
61,Tecno Spark 40C 8GB 256GB,3.190.000đ,/dien-thoai/tecno-spark-40c,Trung Quốc,09/2025,13 tháng,165.66 x 77 x 8.25 mm,193 g,Khung máy: NhựaMặt lưng máy: Nhựa,MediaTek Helio G81,Octa-Core,8,8 GHz,8 GB,6.67 inch,LCD,HD+,720 x 1600 Pixels,120 Hz,Điện dung đa điểm,700 nits,Mali-G52,256 GB,,MicroSD,1 TB,,13.0 MP,8.0 MP,Cảm biến gia tốcCảm biến tiệm cậnCảm biến ánh sángCảm biến la bàn,Mở khoá vân tay cạnh viền,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/ac,,v5.3,OTGNFC,Lithium polymer,6000 mAh,Sạc nhanh 18 W,Android,Android 15,Dây cáp sạcCủ sạcỐp lưng,IP64,84%,2 x Cortex A75 2.0 GHz + 6 x Cortex A55 1.8 GHz,264 ppi,Khoảng 235GB,1080p@30fps,HDRLàm đẹp (Beautify)Hiệu ứng Bokeh,1080p@30fps,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Nokia HMD 105 4G,690.000đ,/dien-thoai/nokia-hmd-105-4g,Trung Quốc,09/2024,12 tháng,126 x 50.5 x 14 mm,88 g,Mặt lưng máy: Nhựa,,,,,,2.4 inch,TFT LCD,QQVGA,120 x 160 Pixels,,,,,128 MB,Không giới hạn,MicroSD,32 GB,,,,,,Ghi âm cuộc gọi,2,2 Nano SIM,4G,,,,v5.0,Jack 3.5 mm,,1450 mAh,,Không,,Pin rờiSạcSách HDSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Xiaomi Poco M8 Pro 5G 8GB 256GB,9.990.000đ,/dien-thoai/xiaomi-poco-m8-pro-8gb,Trung Quốc,01/2026,18 tháng,163.34 x 78.31 x 8.31 mm,205.9 g,Khung máy: NhựaMặt lưng máy: Nhựa cao cấp,Snapdragon 7s Gen 4,Octa-Core,8,2.7 GHz,8 GB,6.83 inch,CrystalRes AMOLED,1.5K,2772 x 1280 pixels,120 Hz,,3200 nits,Qualcomm Adreno,256 GB,,MicroSD,,Wide,8.0 MP,32.0 MP,Cảm biến vân tayCảm biến gia tốcCảm biến la bànCon quay hồi chuyểnCảm biến tiệm cận,Mở khóa vân tay dưới màn hìnhMở khóa khuôn mặt,Tính năng AIChống va đập,2,2 Nano SIM,5G,Cổng sạc: Type C,,GPSGALILEOGLONASSQZSSBDS,v5.4,NFCOTGHồng ngoại,Silicon carbon,6500 mAh,Sạc nhanh 100W,Android,Android 15 (HyperOS 2),SạcCápỐp lưngQue lấy SIMSách HDSD,IP69K,,,447 ppi,,4K@30fps720p@30fps1080p@30/60fps,Flash LEDHDRToàn cảnh (Panorama),720p@30fps1080p@30/60fps,LPDDR4X + UFS 2.2,Corning Gorilla Glass Victus 2,DCI-P3,,Double rear camera,ƒ/2.2,Ultra Wide,Single selfie camera,,,,,,,,,,,,,,,,,,,
64,Tecno Spark 30 8GB 128GB,3.190.000đ,/dien-thoai/tecno-spark-30-8gb,Trung Quốc,03/2025,13 tháng,168 x 76.43 x 7.70 mm,180 g,Mặt lưng máy: NhựaKhung máy: Nhôm,MediaTek Helio G91,Octa-Core,8,,8 GB,6.78 inch,LCD,FHD+,1080 x 2460 Pixels,90 Hz,Điện dung đa điểm,800 nits,Mali-G52 MP2,128 GB,,MicroSD,1 TB,,2.0 MP,13.0 MP,Con quay hồi chuyểnCảm biến ánh sángCảm biến tiệm cậnCảm biến gia tốc,Mở khóa khuôn mặtMở khoá vân tay cạnh viền,,2,2 Nano SIM,4G,Cổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/acWi-Fi DirectWi-Fi Hotspot,BEIDOUGALILEOGLONASSGPS,v5.0,Loa képOTGNFC,Lithium polymer,5000 mAh,Sạc nhanh 18 W,Android,Android 14,Sách HDSDỐp lưngCủ sạcDây cáp sạc,IP64,91.04%,2 x Cortex A75 2.0 GHz + 6 x Cortex A55 1.8 GHz,,Khoảng 115 GB,FullHD 1080p@120fps,Làm đẹp (Beautify)Xóa phông,,,Kính Cường Lực Lumishield,,,,,,,,,,,,,,,,,,,,,,,,,
65,Samsung Galaxy A07 8GB 256GB,4.490.000đ,/dien-thoai/samsung-galaxy-a07-8gb,Việt Nam / Trung Quốc,08/2025,12 tháng,167.4 x 77.4 x 7.6 mm,184 g,Đang cập nhật,MediaTek Helio G99,Octa-Core,8,,8 GB,6.7 inch,PLS LCD,HD+,720 x 1600 Pixels,120 Hz,,480 nits,Adreno 830,256 GB,,,,,2.0 MP,8.0 MP,,Mở khóa vân tayMẫu hìnhPINMật khẩuMở khóa khuôn mặt,,1,2 Nano SIM,,Type C,802.11 a/b/g/n,BEIDOUQZSSGPSGALILEOGLONASS,v5.3,,Lithium polymer,5000 mAh,,Android,Android 15,Que lấy SIMCáp Type CSách HDSD,IP54,,,,,FullHD 1080p@240fps,Xóa phôngTự động lấy nét (AF)Làm đẹp (Beautify),,,Corning Gorilla Glass Victus 2,,,Double rear camera,,,,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
66,Masstel Izi 16 4G,390.000đ,/dien-thoai/masstel-izi-16-4g,Trung Quốc,09/2024,12 tháng,121.5 x 50.5 x 12.8 mm,77 g,Mặt lưng máy: Nhựa,,,,,,1.77 inch,TFT LCD,QQVGA,160 x 128 Pixels,,,,,128 MB,Không giới hạn,MicroSD,32 GB,,,,,,Ghi âm cuộc gọi,2,2 Nano SIM,4G,,,,v5.0,Jack 3.5 mm,,1000 mAh,,,,Pin rờiSạcSách HDSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Honor X5b Plus 4GB 128GB,2.490.000đ,/dien-thoai/honor-x5b-plus,Trung Quốc,01/2025,18 tháng,163.85 x 75.75 x 8.7mm,194 g,Khung máy: NhựaMặt lưng máy: Nhựa,MediaTek Helio G36,,8,,4 GB,6.56 inch,HD+,TFT LCD,720 x 1612 Pixels,90 Hz,Điện dung đa điểm,,,128 GB,,MicroSD,1 TB,Wide,13.0 MP,5.0 MP,Cảm biến trọng lựcCảm biến ánh sángCảm biến tiệm cận,Mở khóa vân tay,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/acDual-band (2.4 GHz/ 5 GHz)Wi-Fi Direct,GALILEOGLONASSGPSBDS,v5.1,,Lithium polymer,5200 mAh,Sạc nhanh 10 W,Android,Android 14 (Magic OS 8.0),Dây cáp sạcCủ sạcỐp lưngSách HDSD,,83%,4 x Cortex A53 2.2 GHz + 4 x Cortex A53 1.6 GHz,,Khoảng 108 GB,HD 720p@30fpsFullHD 1080p@30fps,Làm đẹp (Beautify)Xóa phông,1080p@30fps,,Kính thường,,,,ƒ/2.2,,,,16.7 Triệu,,,,,,20.15:09,,,,,,,,,,,
68,Nubia Air 5G 8GB 256GB,5.490.000đ,/dien-thoai/nubia-air,Trung Quốc,09/2025,18 tháng,164.2 x 76.6 x 5.9 mm,172 g,Mặt lưng máy: NhựaKhung viền: Nhựa,Unisoc T8300,Octa-Core,8,2.2 GHz,8 GB,6.78 inch,AMOLED,1.5K,1224 x 2720 pixels,120 Hz,Điện dung đa điểm,4500 nits,Mali-G57 MP2,256 GB,,Không,,Standard,2.0 MP,20.0 MP,Cảm biến vân tayCảm biến gia tốcCảm biến la bànCon quay hồi chuyểnCảm biến tiệm cận,Mở khóa vân tay dưới màn hìnhMật khẩuMở khóa khuôn mặt,Circle o searchAI Photo,2,2 Nano SIM,5G,Cổng sạc: Type C,802.11 a/b/g/n/ac,GPSGALILEOGLONASS,v5.4,NFCOTG,Lithium polymer,5000 mAh,Sạc nhanh 33 W,Android,Android 15,SạcCápỐp lưngQue lấy SIMSách HDSD,"IP68, IP69",,,440 ppi,,1080p@30fps,Flash LEDAI CAM,,,Corning Gorilla Glass 7i,100% DCI-P3,5.000.000 : 1,Double rear camera,ƒ/2.0,Depth,,,,,,,,,,,,,,,,,,,,
69,Xiaomi Redmi 15 5G 8GB 256GB,5.990.000đ,/dien-thoai/xiaomi-redmi-15,Trung Quốc,12/2025,18 tháng,169.5 x 80.5 x 8.4 mm,217 g,Khung máy: NhựaMặt lưng máy: Nhựa,Snapdragon 6s Gen 3,Octa-Core,8,2.3 GHz,8 GB,6.9 inch,IPS LCD,FHD+,1080 x 2340 Pixels,144,Điện dung đa điểm,850 nits,Adreno 619,256 GB,,MicroSD,2 TB,Wide,5.0 MP,8.0 MP,Cảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốc kếCảm biến la bànHồng ngoại,Mở khoá vân tay cạnh viềnMở khóa khuôn mặtMật khẩu,,2,2 Nano SIM,5G,Cổng sạc: Type C,,GALILEOGLONASSGPSBDS,v5.1,NFCOTGHồng ngoại,Lithium polymer,7000 mAh,Sạc nhanh 33 W,Android,Android 15 (HyperOS 2),CápCủ sạcỐp lưngSách HDSDQue lấy SIM,IP64,,,374 ppi,,1080p@30fps720p@30fps,Xóa phôngTrôi nhanh thời gian (Time lapse)HDRBan đêm (Night Mode),1080p@30fps720p@30fps,,Corning Gorilla Glass 3,70% NTSC,,Double rear camera,ƒ/2.0,Ống kính phụ trợ,Single selfie camera,Sạc pin nhanh,,,,,,,,0.61 µm,,,,,,,,,,
70,Masstel Fami 60S 4G,720.000đ,/dien-thoai/masstel-fami-60s-4g,Trung Quốc,02/2024,12 tháng,126x 57x15.2 mm,141 g,Khung máy: Nhựa cao cấp,Đang cập nhật,,,,Đang cập nhật,2 inch,IPS,QVGA,320 x 240 Pixels,,,,,128 MB,2000,MicroSD,32 GB,,,,,,Ghi âm cuộc gọi,2,2 Nano SIM,4G,Cổng sạc: Type C,,,Có,,Đang cập nhật,2300 mAh,,Không,Không,Sạc,,,,,,,,,,Mặt kính cong 2.5D,,,,,,,,260.000,,,,,,,,,,,,,,,,,
71,Xiaomi Redmi 15C 8GB 256GB,4.690.000đ,/dien-thoai/xiaomi-redmi-15c-8gb,Trung Quốc,10/2025,18 tháng,171.5 x 79.4 x 7.9 mm,205 g,Khung máy: NhựaMặt lưng máy: Kính,MediaTek Helio G81 Ultra,Octa-Core,8,,8 GB,6.9 inch,IPS LCD,Đang cập nhật,720 x 1600 Pixels,120,,810 nits,Mali-G52 MC2,256 GB,,MicroSD,,Wide,50.0 MP,8.0 MP,Cảm biến vân tayCảm biến gia tốcCảm biến la bàn,Mật khẩuMở khoá vân tay cạnh viền,,2,2 Nano SIM,4G,Cổng sạc: Type C,Wi-Fi 802.11 a/b/g/n/ac/6,GPSGALILEOGLONASSBDS,v5.4,NFCOTG,Đang cập nhật,6000 mAh,Sạc nhanh 33 W,Android,Android 15 (HyperOS 2),Cáp USB Type CSách HDSDQue lấy SIMCủ sạc,IP64,,,254 ppi,,HD 1080p@30fpsHD 720p@30fps,HDRBan đêm (Night Mode)Xóa phôngTrôi nhanh thời gian (Time lapse),1080p@30fps720p@30fps,,Corning Gorilla Glass 3,,,Single rear camera,ƒ/2.0,,Single selfie camera,,,,,,,,,,,,,,,,,,,
72,Honor X5c Plus 4GB 64GB,3.090.000đ,/dien-thoai/honor-x5c-plus,Trung Quốc,01/2026,18 tháng,167 x 77 x 7.89 mm,186 g,Khung máy: Nhựa,MediaTek Helio G81,Octa-Core,8,,4 GB,6.74 inch,TFT LCD,HD+,720 x 1600 Pixels,90 Hz,Điện dung đa điểm,450 nits,Mali-G52,64 GB,,MicroSD,,Wide,0.08 MP,5.0 MP,Cảm biến trọng lựcHai cảm biến ánh sáng môi trường xung quanhCảm biến tiệm cậnCảm biến vân tayCảm biến gia tốc,Mở khóa vân tay,,2,2 Nano SIM,4G,Cổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/acWi-Fi Direct,GALILEOGLONASSA-GPSGPSBEIDOU,v5.1,NFC,Lithium polymer,5260 mAh,Sạc nhanh 15 W,Android,Android 15 (MagicOS 9),Dây cáp sạcCủ sạcỐp lưngSách HDSD,,,2 x Cortex A75 2.0 GHz + 6 x Cortex A55 1.7 GHz,,,,Làm đẹp (Beautify)Chế độ chân dung,,,Kính cường lực,,,Double rear camera,ƒ/2.2,Ống kính phụ trợ,Single selfie camera,,16.7 Triệu,,,,,,,,,,,,,,,,,
73,Tecno Pova 7 8GB 128GB,4.490.000đ,/dien-thoai/tecno-pova-7,Trung Quốc,07/2025,13 tháng,168.6 x 76.6 x 9.31mm,226 g,Khung máy: NhựaMặt lưng máy: Nhựa,MediaTek Helio G100 Ultimate,Octa-Core,8,,8 GB,6.78 inch,IPS LCD,FHD+,1080 x 2460 Pixels,120 Hz,Điện dung đa điểm,900 nits,Mali-G57,128 GB,,MicroSD,2 TB,,2.0 MP,8.0 MP,Cảm biến tiệm cậnCảm biến ánh sángCảm biến trọng lực,Mở khóa vân tay,,2,2 Nano SIM,4G,Cổng sạc: Type C,,,v5.4,NFCOTG,Lithium polymer,7000 mAh,Sạc nhanh 45 W,Android,Android 15,Dây cáp sạcCủ sạcỐp lưngSách HDSD,IP64,,2 x Cortex-A76 2.20 GHz + 6 x Cortex-A55 2.00 GHz,395 ppi,,FullHD 1080p@30fps,Làm đẹp (Beautify)Ban đêm (Night Mode)Chế độ chân dung,1080p@30fps,,,,,,,,,,16 Triệu,,,,,,,,,,,,,,,,,
74,Samsung Galaxy A26 5G 8GB 128GB,6.990.000đ,/dien-thoai/samsung-galaxy-a26,Việt Nam / Trung Quốc,04/2025,12 tháng,164.0 x 77.5 x 7.7 mm,200 g,Nhựa tổng hợp,Exynos 1380 (Quartz),,8,,8 GB,6.7 inch,Super AMOLED,FHD+,1080 x 2340 Pixels,120 Hz,,800 nits,Mali-G68,128 GB,Không giới hạn,MicroSD,2 TB,,2.0 MP,13.0 MP,,Mở khoá vân tay cạnh viềnMở khóa khuôn mặt,Tạo bộ lọcTự động xoá vật thểKhoanh tròn tìm kiếm,2,"2 Nano SIM hoặc 1 eSIM, 1 Nano SIM",2G3G5G4G,Type C,802.11 a/b/g/n/acDual-band (2.4 GHz/ 5 GHz)VHT80,GPSGLONASSBEIDOUGALILEOQZSS,v5.3,NFC,Pin Li-ion,5000 mAh,,Android,Android 15,Que lấy SIMCáp Type CSách HDSD,IP67,,,,Khoảng 106 GB,UHD 4K (3840 x 2160)@30fpsHD 240fpsHD 480fps,Tự động lấy nét (AF)Làm đẹp (Beautify)Chế độ chân dung,,,Gorilla Glass Victus,,,Triple rear camera,,,Single selfie camera,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
75,Nokia 110 DS Pro 4G,820.000đ,/dien-thoai/nokia-110-ds-pro-4g-2,Trung Quốc,2023,12 tháng,Dài 121.5 mm - Ngang 50 mm - Dày 14.4 mm,94.5 g,Nhựa,Đang cập nhật,,,,48 MB,1.77 inch,,QQVGA,120 x 160 Pixels,,,,,128 MB,,MicroSD,32 GB,,,,,,Ghi âm cuộc gọi,2,2 Nano SIM,3G4G,Micro-USB,,,v5.0,Jack 3.5 mm,Lithium-ion,1450 mAh,,S30+,Nokia S30+,SạcPin rờiSách HDSD,Không,,,,,,,,,,,,,,,,,,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
